event_params__ga_session_id,user_pseudo_id,customer_character_count,character_list,average_tier,average_wrong_answers,session_duration_seconds,session_start_time,Wheel_Impression,Wheel_Skips,Wheel_Spins,Ads_Watched_Count,gold_starting,gold_gained,gold_spent,gold_delta,is_depted_for_doll,Potions_Bought,Incenses_Bought,Amulets_Bought,AliCin_Used,Cauldron_Used,Coffee_Used,bought_new_customer
1758911824.0,0f8f649263450c258692b2c77bc0fb0d,4,"['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Billy', 'Billy', 'Billy', 'Billy', 'Frenchie', 'Frenchie', 'Frenchie', 'Frenchie', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Billy', 'Billy']",1.21,0.57,1045.51,2025-09-26 18:37:04.446000+00:00,1,0,1,0,2050.0,1010.0,3000.0,-1990.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1
1758923656.0,2c47397152df7cf520f26b3e2bd289d9,1,"['D Lion', 'D Lion', 'D Lion']",3.0,1.29,307.79,2025-09-26 21:54:16.878000+00:00,1,1,0,0,8610.0,20.0,0.0,20.0,0.0,,,,,,,0
1758950565.0,e6b7338f440a427107cdcf28fe55fb62,2,"['Frenchie', 'Frenchie', 'Frenchie', 'Frenchie', 'Mo', 'Mo', 'Mo', 'Mo']",1.0,0.0,843.77,2025-09-27 05:22:45.183000+00:00,1,0,1,0,2260.0,160.0,0.0,160.0,0.0,,,,,,,0
1758957676.0,5448559ae43135df0a1f2e23ebe82661,2,"['Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Billy', 'Billy', 'Billy', 'Billy']",1.0,0.67,733.32,2025-09-27 07:21:16.880000+00:00,1,0,1,0,2160.0,500.0,0.0,500.0,0.0,,,,7.0,1.0,3.0,0
1758961039.0,823633d925e6b92a4da9de5ee9787a51,4,"['The Rock', 'The Rock', 'The Rock', 'The Rock', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'A Turtle', 'A Turtle', 'A Turtle']",1.75,1.0,526.13,2025-09-27 08:17:19.707000+00:00,1,0,1,0,9000.0,570.0,0.0,570.0,0.0,,,,,,,1
1758964024.0,6b7bfe13725352467ae11e02235f3a6c,1,['T'],4.0,1.1,675.83,2025-09-27 09:07:04.303000+00:00,0,0,0,0,280.0,0.0,0.0,0.0,0.0,,,,,,,0
1758969083.0,823633d925e6b92a4da9de5ee9787a51,6,"['A Turtle', 'A Turtle', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Army', 'Army', 'Army', 'Army', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'The Rock', 'The Rock']",1.0,0.78,862.88,2025-09-27 10:31:23.476000+00:00,0,0,0,0,9670.0,1180.0,800.0,380.0,0.0,0.0,2.0,2.0,,,,2
1758971640.0,5448559ae43135df0a1f2e23ebe82661,1,['Frenchie'],1.0,0.5,39.17,2025-09-27 11:14:00.214000+00:00,0,0,0,0,2660.0,0.0,0.0,0.0,0.0,,,,,,,0
1759002669.0,2c47397152df7cf520f26b3e2bd289d9,7,"['D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Army', 'Army', 'Army', 'Army', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Army', 'Army', 'Army', 'Army', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Aisha', 'Aisha', 'Aisha', 'Aisha']",2.08,0.0,2197.17,2025-09-27 19:51:09.520000+00:00,0,0,0,0,8630.0,1570.0,4600.0,-3030.0,0.0,3.0,0.0,0.0,,,,2
1759039520.0,744a37f98b8975b7993e38979ae329da,1,"['Mi', 'Mi']",1.0,0.5,149.05,2025-09-28 06:05:20.612000+00:00,0,0,0,0,2280.0,0.0,0.0,0.0,0.0,,,,,,,0
1759050161.0,4cc78993f8236585546a9f6aeffa0d13,1,"['Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe']",1.0,0.0,689.2,2025-09-28 09:02:41.002000+00:00,1,0,1,0,810.0,260.0,400.0,-140.0,0.0,1.0,1.0,0.0,,,,0
1759051892.0,5448559ae43135df0a1f2e23ebe82661,4,"['Frenchie', 'Frenchie', 'Frenchie', 'Frenchie', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Obvious Joe']",1.0,0.0,1097.52,2025-09-28 09:31:32.167000+00:00,1,0,1,0,2660.0,470.0,200.0,270.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,1
1759056293.0,5f84f13d37dad04639af109c15e21f17,1,['T'],3.0,0.0,24.0,2025-09-28 10:44:53.989000+00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
1759057555.0,2c47397152df7cf520f26b3e2bd289d9,6,"['Aisha', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Army', 'Army', 'Army', 'Army', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Aisha']",1.48,0.0,1889.37,2025-09-28 11:05:55.701000+00:00,1,1,0,0,5600.0,1850.0,600.0,1250.0,0.0,0.0,3.0,0.0,,,,2
1759060249.0,823633d925e6b92a4da9de5ee9787a51,4,"['The Rock', 'The Rock', 'The Rock', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Army', 'Army', 'Army', 'Army', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis']",1.0,0.0,882.2,2025-09-28 11:50:49.344000+00:00,1,0,1,0,10650.0,510.0,200.0,310.0,0.0,0.0,1.0,0.0,,,,1
1759087923.0,2c47397152df7cf520f26b3e2bd289d9,6,"['Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Army', 'Army', 'Army', 'Army', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Army', 'Army', 'Army', 'Army', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'A Turtle']",1.92,0.4,2004.79,2025-09-28 19:32:03.901000+00:00,1,0,1,0,6850.0,1870.0,600.0,1270.0,0.0,2.0,0.0,1.0,,,,2
1759097799.0,2c47397152df7cf520f26b3e2bd289d9,5,"['A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Army']",2.42,0.0,2265.54,2025-09-28 22:16:39.155000+00:00,0,0,0,0,8120.0,2590.0,2800.0,-210.0,0.0,2.0,1.0,1.0,,,,1
1759131521.0,14dc8a61fa5b0fafaef6e79df39870f4,1,"['T', 'T']",2.0,1.0,607.17,2025-09-29 07:38:41.736000+00:00,0,0,0,0,450.0,10.0,0.0,10.0,0.0,,,,1.0,1.0,1.0,0
1759131569.0,0661893fa34e5ba524a7eaeb47e68fe7,1,['T'],1.0,0.64,172.79,2025-09-29 07:39:29.305000+00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
1759144551.0,2c47397152df7cf520f26b3e2bd289d9,9,"['Army', 'Army', 'Army', 'Army', 'Army', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Little A', 'Little A', 'Little A', 'Little A', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'ER John', 'ER John', 'ER John', 'ER John', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Little A', 'Little A', 'Little A', 'Little A', 'Sinnct']",2.43,0.0,2194.14,2025-09-29 11:15:51.744000+00:00,1,0,1,0,7910.0,2420.0,2200.0,220.0,0.0,0.0,0.0,1.0,,,,3
1759148284.0,823633d925e6b92a4da9de5ee9787a51,6,"['Maydenis', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Army', 'Army', 'Army', 'Army', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'Army', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Maydenis', 'Army', 'Army', 'Army', 'Army', 'Aisha', 'Aisha']",1.51,1.0,2333.4,2025-09-29 12:18:04.139000+00:00,1,0,1,0,11260.0,2790.0,4300.0,-1510.0,0.0,2.0,2.0,1.0,10.0,0.0,0.0,2
1759154361.0,5448559ae43135df0a1f2e23ebe82661,4,"['Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Mo', 'Mo', 'Mo', 'Mo', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Billy', 'Billy']",1.29,0.42,711.91,2025-09-29 13:59:21.910000+00:00,1,0,1,0,3330.0,820.0,200.0,620.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,1
1759162881.0,4cc78993f8236585546a9f6aeffa0d13,1,"['Billy', 'Billy', 'Billy', 'Billy']",1.0,0.25,391.48,2025-09-29 16:21:21.090000+00:00,1,1,0,0,1070.0,80.0,300.0,-220.0,0.0,,,,,,,0
1759164341.0,14dc8a61fa5b0fafaef6e79df39870f4,1,['T'],2.0,0.71,163.25,2025-09-29 16:45:41.505000+00:00,0,0,0,0,460.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,0
1759166626.0,a8e9aa3492e6a8e39382c4af63a2966a,4,"['Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Billy', 'Billy', 'Billy', 'Billy', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Frenchie', 'Frenchie', 'Frenchie', 'Frenchie', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay']",1.23,0.71,1186.89,2025-09-29 17:23:46.570000+00:00,1,0,1,0,1970.0,1080.0,200.0,880.0,0.0,0.0,1.0,0.0,,,,1
1759167698.0,2c47397152df7cf520f26b3e2bd289d9,6,"['Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Little A', 'Little A', 'Little A', 'Little A', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'ER John', 'ER John', 'ER John', 'ER John', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Mustafa', 'Little A', 'Little A', 'Little A', 'Little A']",1.41,0.75,988.14,2025-09-29 17:41:38.793000+00:00,0,0,0,0,8130.0,670.0,400.0,270.0,0.0,1.0,0.0,1.0,,,,2
1759208499.0,744a37f98b8975b7993e38979ae329da,1,['Mi'],1.0,0.5,41.54,2025-09-30 05:01:39.170000+00:00,0,0,0,0,1140.0,0.0,0.0,0.0,0.0,,,,,,,0
1759233414.0,823633d925e6b92a4da9de5ee9787a51,3,"['Aisha', 'Aisha', 'Aisha', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'A Turtle', 'The Rock', 'The Rock', 'The Rock', 'The Rock', 'Aisha', 'Aisha', 'Aisha', 'Aisha', 'Aisha']",1.38,0.69,807.6,2025-09-30 11:56:54.733000+00:00,1,0,1,0,34360.0,1100.0,800.0,300.0,0.0,1.0,2.0,1.0,,,,1
1759233913.0,2c47397152df7cf520f26b3e2bd289d9,1,['Little A'],1.0,1.4,356.97,2025-09-30 12:05:13.943000+00:00,1,0,1,0,8700.0,0.0,0.0,0.0,0.0,,,,,,,0
1759234151.0,4cc78993f8236585546a9f6aeffa0d13,1,"['Crystal Raw', 'Crystal Raw']",1.0,0.83,1379.41,2025-09-30 12:09:11.507000+00:00,2,2,0,0,1700.0,0.0,0.0,0.0,0.0,,,,,,,0
1759238257.0,2c47397152df7cf520f26b3e2bd289d9,5,"['Little A', 'Little A', 'Little A', 'Little A', 'Little A', 'ER John', 'ER John', 'ER John', 'ER John', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Little A', 'Little A', 'Little A', 'Little A', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'ER John', 'ER John', 'ER John', 'ER John', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'Little A', 'Little A', 'Little A', 'Little A', 'Little A', 'Little A', 'Little A', 'Little A', 'ER John', 'ER John', 'ER John']",1.79,0.33,6516.49,2025-09-30 13:17:37.215000+00:00,0,0,0,0,18560.0,2390.0,6000.0,-3610.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1
1759239546.0,14dc8a61fa5b0fafaef6e79df39870f4,1,['T'],2.0,0.86,48.53,2025-09-30 13:39:06.276000+00:00,0,0,0,0,460.0,0.0,0.0,0.0,0.0,,,,,,,0
1759242259.0,5448559ae43135df0a1f2e23ebe82661,3,"['Billy', 'Billy', 'Billy', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Frenchie', 'Frenchie', 'Frenchie', 'Frenchie']",1.0,1.0,1095.84,2025-09-30 14:24:19.814000+00:00,1,0,1,0,4250.0,500.0,3600.0,-3100.0,0.0,,,,7.0,1.0,3.0,1
1759242491.0,5f84f13d37dad04639af109c15e21f17,2,"['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'Mr. Yogurt']",3.67,0.0,5214.81,2025-09-30 14:28:11.459000+00:00,0,0,0,0,0.0,450.0,0.0,450.0,0.0,,,,,,,0
1759249745.0,a8e9aa3492e6a8e39382c4af63a2966a,2,"['Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy']",1.0,0.0,764.62,2025-09-30 16:29:05.287000+00:00,1,0,1,0,7550.0,360.0,1400.0,-1040.0,0.0,1.0,0.0,1.0,,,,0
1759253697.0,6b7bfe13725352467ae11e02235f3a6c,1,['T'],4.0,,830.34,2025-09-30 17:34:57.969000+00:00,0,0,0,0,280.0,0.0,0.0,0.0,0.0,,,,,,,0
1759268710.0,2c47397152df7cf520f26b3e2bd289d9,6,"['ER John', 'ER John', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'Little A', 'Little A', 'Little A', 'Little A', 'ER John', 'ER John', 'ER John', 'ER John', 'ER John', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl', 'Mrs. Pearl']",2.5,,3177.65,2025-09-30 21:45:10.096000+00:00,0,0,0,0,5090.0,2100.0,5200.0,-3100.0,0.0,1.0,1.0,0.0,,,,2
1759297449.0,5448559ae43135df0a1f2e23ebe82661,3,"['Frenchie', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mi', 'Mi', 'Mi', 'Mi']",1.62,,822.98,2025-10-01 05:44:09.110000+00:00,1,0,1,0,1250.0,970.0,800.0,170.0,0.0,,,,12.0,0.0,1.0,1
1759308227.0,6e4f632b8ff65452b5b431366cb5137d,1,"['Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt']",1.0,,934.48,2025-10-01 08:43:47.819000+00:00,1,0,1,0,160.0,120.0,400.0,-280.0,0.0,1.0,0.0,1.0,,,,0
1759315831.0,823633d925e6b92a4da9de5ee9787a51,1,"['Aisha', 'Aisha', 'Aisha']",1.67,,109.21,2025-10-01 10:50:31.393000+00:00,1,0,1,0,11900.0,180.0,0.0,180.0,0.0,,,,,,,0
1759319977.0,2c47397152df7cf520f26b3e2bd289d9,1,['Little A'],3.0,,529.23,2025-10-01 11:59:37.804000+00:00,1,0,1,0,1990.0,0.0,400.0,-400.0,0.0,0.0,1.0,1.0,,,,0
1759329789.0,2c47397152df7cf520f26b3e2bd289d9,1,['Little A'],3.0,,407.46,2025-10-01 14:43:09.017000+00:00,0,0,0,0,1990.0,0.0,0.0,0.0,0.0,,,,,,,0
1759340923.0,744a37f98b8975b7993e38979ae329da,1,['Mi'],1.0,,51.83,2025-10-01 17:48:43.320000+00:00,0,0,0,0,1140.0,0.0,0.0,0.0,0.0,,,,,,,0
1759342779.0,2c47397152df7cf520f26b3e2bd289d9,4,"['Little A', 'Little A', 'Little A', 'Little A', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Tracy', 'Father Gold', 'Father Gold', 'Father Gold', 'Father Gold', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct', 'Sinnct']",2.9,,2403.39,2025-10-01 18:19:39.403000+00:00,0,0,0,0,1990.0,2750.0,2400.0,350.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1
1759348299.0,6e4f632b8ff65452b5b431366cb5137d,5,"['Mr. Yogurt', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mi', 'Mi', 'Mi', 'Mi', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Billy', 'Billy']",2.05,,1286.95,2025-10-01 19:51:39.057000+00:00,0,0,0,0,280.0,1270.0,1500.0,-230.0,0.0,1.0,3.0,1.0,6.0,0.0,0.0,1
1759406446.0,4cc78993f8236585546a9f6aeffa0d13,3,"['Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mi']",1.0,,1063.01,2025-10-02 12:00:46.821000+00:00,1,0,1,0,850.0,550.0,200.0,350.0,0.0,0.0,0.0,1.0,,,,1
1759409297.0,4cc78993f8236585546a9f6aeffa0d13,1,"['T', 'T']",1.0,,201.71,2025-10-02 12:48:17.641000+00:00,0,0,0,0,0.0,10.0,0.0,10.0,0.0,,,,,,,0
1759409590.0,6b7bfe13725352467ae11e02235f3a6c,1,"['T', 'T', 'T', 'T', 'T']",4.0,,770.36,2025-10-02 12:53:10.051000+00:00,0,0,0,0,610.0,50.0,0.0,50.0,0.0,,,,1.0,1.0,0.0,0
1759410381.0,6b7bfe13725352467ae11e02235f3a6c,1,"['T', 'T']",1.0,,133.19,2025-10-02 13:06:21.135000+00:00,0,0,0,0,0.0,10.0,0.0,10.0,0.0,,,,,,,0
1759411764.0,5f84f13d37dad04639af109c15e21f17,1,['Mr. Yogurt'],1.0,,115.4,2025-10-02 13:29:24.355000+00:00,1,0,1,0,450.0,0.0,200.0,-200.0,0.0,0.0,1.0,0.0,,,,0
1759415466.0,4cc78993f8236585546a9f6aeffa0d13,1,"['T', 'T']",1.0,,97.06,2025-10-02 14:31:06.599000+00:00,0,0,0,0,10.0,10.0,0.0,10.0,0.0,,,,,,,0
1759422607.0,ad82750cb2e104672a54016fb32a52c8,2,"['T', 'T', 'T', 'T', 'Mi', 'Mi']",1.0,,380.61,2025-10-02 16:30:07.834000+00:00,0,0,0,0,0.0,80.0,0.0,80.0,0.0,,,,,,,0
1759426872.0,823633d925e6b92a4da9de5ee9787a51,1,['Aisha'],2.0,,128.82,2025-10-02 17:41:12.331000+00:00,1,0,1,0,12080.0,0.0,200.0,-200.0,0.0,1.0,0.0,0.0,,,,0
1759524169.0,429f72cdaf51cb448d7473b41c13d686,2,"['C Jay', 'Obvious Joe']",1.0,,318.52,2025-10-03 20:42:49.106000+00:00,1,1,0,0,1340.0,60.0,0.0,60.0,0.0,,,,,,,0
1759524896.0,ad82750cb2e104672a54016fb32a52c8,1,['Crystal Raw'],1.0,,143.82,2025-10-03 20:54:56.157000+00:00,1,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
1759527652.0,429f72cdaf51cb448d7473b41c13d686,1,['Obvious Joe'],1.0,,127.56,2025-10-03 21:40:52.872000+00:00,1,0,1,0,1400.0,0.0,0.0,0.0,0.0,,,,,,,0
1759528586.0,e6b7338f440a427107cdcf28fe55fb62,2,"['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mr. Yogurt']",1.71,,475.9,2025-10-03 21:56:26.400000+00:00,0,0,0,0,4820.0,210.0,0.0,210.0,0.0,,,,,,,0
1759557219.0,429f72cdaf51cb448d7473b41c13d686,2,"['Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Mi']",1.0,,647.35,2025-10-04 05:53:39.982000+00:00,1,0,1,0,1400.0,480.0,200.0,280.0,0.0,0.0,1.0,0.0,,,,0
1759562348.0,429f72cdaf51cb448d7473b41c13d686,1,['Mi'],1.0,,51.49,2025-10-04 07:19:08.957000+00:00,0,0,0,0,1880.0,0.0,0.0,0.0,0.0,,,,,,,0
1759577304.0,ad82750cb2e104672a54016fb32a52c8,1,"['Billy', 'Billy', 'Billy']",1.0,,328.74,2025-10-04 11:28:24.780000+00:00,3,3,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
1759582480.0,ad82750cb2e104672a54016fb32a52c8,1,['Billy'],1.0,,1681.94,2025-10-04 12:54:40.645000+00:00,1,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
1759585543.0,429f72cdaf51cb448d7473b41c13d686,1,"['Mi', 'Mi']",1.0,,2862.93,2025-10-04 13:45:43.176000+00:00,0,0,0,0,1880.0,10.0,0.0,10.0,0.0,,,,,,,0
