question_address,event_params__character_name,event_params__current_tier,event_params__current_question_index,event_params__ga_session_id,question_started,potions_bought,incense_bought,amulet_bought,alicin_used,coffee_used,cauldron_used,scroll_opened,answered_correct,answered_wrong,ads_watched,wrong_answer_ratio,ads_watch_ratio,alicin_use_ratio,coffee_use_ratio,cauldron_use_ratio,scroll_use_ratio
Aisha - T: 1 - Q: 1,Aisha,1,1,1763797836.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Aisha - T: 1 - Q: 2,Aisha,1,2,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Aisha - T: 1 - Q: 3,Aisha,1,3,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Aisha - T: 1 - Q: 4,Aisha,1,4,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 1,Almira Lotus,1,1,1764003734.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 10,Almira Lotus,1,10,1764003734.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 11,Almira Lotus,1,11,1764003734.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 12,Almira Lotus,1,12,1764003734.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 13,Almira Lotus,1,13,1764003734.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 14,Almira Lotus,1,14,1764003734.0,1,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Almira Lotus - T: 1 - Q: 2,Almira Lotus,1,2,1764003734.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 3,Almira Lotus,1,3,1764003734.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 4,Almira Lotus,1,4,1764003734.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 5,Almira Lotus,1,5,1764003734.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 6,Almira Lotus,1,6,1764003734.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 7,Almira Lotus,1,7,1764003734.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 8,Almira Lotus,1,8,1764003734.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 1 - Q: 9,Almira Lotus,1,9,1764003734.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 2 - Q: 10,Almira Lotus,2,10,1763667547.0,1,1,0,1,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 2 - Q: 11,Almira Lotus,2,11,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 2 - Q: 12,Almira Lotus,2,12,1763667547.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Almira Lotus - T: 2 - Q: 5,Almira Lotus,2,5,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 2 - Q: 6,Almira Lotus,2,6,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 2 - Q: 7,Almira Lotus,2,7,1763667547.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 2 - Q: 8,Almira Lotus,2,8,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 2 - Q: 9,Almira Lotus,2,9,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 1,Almira Lotus,3,1,1763667547.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 10,Almira Lotus,3,10,1763667547.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 11,Almira Lotus,3,11,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 12,Almira Lotus,3,12,1763667547.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Almira Lotus - T: 3 - Q: 2,Almira Lotus,3,2,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 3,Almira Lotus,3,3,1763667547.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 4,Almira Lotus,3,4,1763667547.0,1,0,0,1,0,0,0,1,1,3.0,0,3.0,0.0,0.0,0.0,0.0,1.0
Almira Lotus - T: 3 - Q: 5,Almira Lotus,3,5,1763667547.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 6,Almira Lotus,3,6,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 7,Almira Lotus,3,7,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 8,Almira Lotus,3,8,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Almira Lotus - T: 3 - Q: 9,Almira Lotus,3,9,1763667547.0,1,1,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Army - T: 1 - Q: 1,Army,1,1,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Army - T: 1 - Q: 2,Army,1,2,1763797836.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Army - T: 1 - Q: 3,Army,1,3,1763797836.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Army - T: 1 - Q: 4,Army,1,4,1763797836.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 2 - Q: 10,Big A,2,10,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 2 - Q: 11,Big A,2,11,1763667547.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Big A - T: 2 - Q: 12,Big A,2,12,1763667547.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Big A - T: 2 - Q: 5,Big A,2,5,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 2 - Q: 6,Big A,2,6,1763667547.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 2 - Q: 7,Big A,2,7,1763667547.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 2 - Q: 8,Big A,2,8,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Big A - T: 2 - Q: 9,Big A,2,9,1763667547.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 1,Big A,3,1,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 10,Big A,3,10,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 11,Big A,3,11,1763722111.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 12,Big A,3,12,1763722111.0,1,1,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Big A - T: 3 - Q: 2,Big A,3,2,1763667547.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 3,Big A,3,3,1763667547.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 4,Big A,3,4,1763667547.0,1,0,1,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 5,Big A,3,5,1763667547.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 6,Big A,3,6,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 7,Big A,3,7,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 8,Big A,3,8,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Big A - T: 3 - Q: 9,Big A,3,9,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 1,Billy,1,1,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 10,Billy,1,10,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 11,Billy,1,11,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 12,Billy,1,12,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 13,Billy,1,13,1763724580.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 14,Billy,1,14,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 15,Billy,1,15,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 16,Billy,1,16,1763724580.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Billy - T: 1 - Q: 2,Billy,1,2,1763724580.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 3,Billy,1,3,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 4,Billy,1,4,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 5,Billy,1,5,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 6,Billy,1,6,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 7,Billy,1,7,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 8,Billy,1,8,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Billy - T: 1 - Q: 9,Billy,1,9,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 2 - Q: 1,Billy,2,1,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 2 - Q: 2,Billy,2,2,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 2 - Q: 3,Billy,2,3,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Billy - T: 2 - Q: 4,Billy,2,4,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Crystal Raw - T: 1 - Q: 10,Crystal Raw,1,10,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Raw - T: 1 - Q: 11,Crystal Raw,1,11,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Raw - T: 1 - Q: 12,Crystal Raw,1,12,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Raw - T: 1 - Q: 9,Crystal Raw,1,9,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 1,D Lion,1,1,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 2,D Lion,1,2,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 3,D Lion,1,3,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 4,D Lion,1,4,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 5,D Lion,1,5,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 6,D Lion,1,6,1763857737.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 7,D Lion,1,7,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 1 - Q: 8,D Lion,1,8,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
D Lion - T: 2 - Q: 10,D Lion,2,10,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 2 - Q: 11,D Lion,2,11,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 2 - Q: 12,D Lion,2,12,1763667547.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
D Lion - T: 2 - Q: 5,D Lion,2,5,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 2 - Q: 6,D Lion,2,6,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 2 - Q: 7,D Lion,2,7,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 2 - Q: 8,D Lion,2,8,1763667547.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 2 - Q: 9,D Lion,2,9,1763667547.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 1,D Lion,3,1,1763667547.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 10,D Lion,3,10,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 11,D Lion,3,11,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 12,D Lion,3,12,1763722111.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
D Lion - T: 3 - Q: 2,D Lion,3,2,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 3,D Lion,3,3,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 4,D Lion,3,4,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 5,D Lion,3,5,1763667547.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 6,D Lion,3,6,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 7,D Lion,3,7,1763667547.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 8,D Lion,3,8,1763667547.0,1,0,1,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
D Lion - T: 3 - Q: 9,D Lion,3,9,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 1,D Lion,4,1,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 10,D Lion,4,10,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 2,D Lion,4,2,1763722111.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 3,D Lion,4,3,1763722111.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 4,D Lion,4,4,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 5,D Lion,4,5,1763722111.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 6,D Lion,4,6,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 7,D Lion,4,7,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 8,D Lion,4,8,1763797836.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
D Lion - T: 4 - Q: 9,D Lion,4,9,1763797836.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 1 - Q: 13,Frenchie,1,13,1763724580.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 1 - Q: 14,Frenchie,1,14,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 1 - Q: 15,Frenchie,1,15,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 1 - Q: 16,Frenchie,1,16,1763724580.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Frenchie - T: 2 - Q: 1,Frenchie,2,1,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 2 - Q: 10,Frenchie,2,10,1763685675.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 2 - Q: 11,Frenchie,2,11,1763685675.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 2 - Q: 12,Frenchie,2,12,1763685675.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Frenchie - T: 2 - Q: 2,Frenchie,2,2,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 2 - Q: 3,Frenchie,2,3,1763724580.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 2 - Q: 4,Frenchie,2,4,1763724580.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 2 - Q: 9,Frenchie,2,9,1763685675.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 1,Frenchie,3,1,1763685675.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 10,Frenchie,3,10,1763685675.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 11,Frenchie,3,11,1763685675.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 12,Frenchie,3,12,1763685675.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Frenchie - T: 3 - Q: 2,Frenchie,3,2,1763685675.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Frenchie - T: 3 - Q: 3,Frenchie,3,3,1763685675.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 4,Frenchie,3,4,1763685675.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 5,Frenchie,3,5,1763685675.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 6,Frenchie,3,6,1763685675.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 7,Frenchie,3,7,1763685675.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Frenchie - T: 3 - Q: 8,Frenchie,3,8,1763685675.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Frenchie - T: 3 - Q: 9,Frenchie,3,9,1763685675.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 1,Lady Dodo,1,1,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 10,Lady Dodo,1,10,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 11,Lady Dodo,1,11,1763857737.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 12,Lady Dodo,1,12,1763857737.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 13,Lady Dodo,1,13,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 14,Lady Dodo,1,14,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 15,Lady Dodo,1,15,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 16,Lady Dodo,1,16,1763857737.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Lady Dodo - T: 1 - Q: 2,Lady Dodo,1,2,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 3,Lady Dodo,1,3,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 4,Lady Dodo,1,4,1763742492.0,1,0,1,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 5,Lady Dodo,1,5,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 6,Lady Dodo,1,6,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 7,Lady Dodo,1,7,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 1 - Q: 8,Lady Dodo,1,8,1763742492.0,1,0,0,0,0,0,0,1,1,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0
Lady Dodo - T: 1 - Q: 9,Lady Dodo,1,9,1763857737.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 2 - Q: 1,Lady Dodo,2,1,1763857737.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Dodo - T: 2 - Q: 10,Lady Dodo,2,10,1763857737.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
